ID,Name,Email,year,major,date,time,on_campus,main_reason_for_taking_isb,trips_per_day,duration_per_day,has_exam,start,end,bus_num,weather,num_people_at_bus_stop,waiting_time,waiting_time_satisfaction,crowdedness,crowdedness_satisfaction,comfort,safety,overall_satisfaction
479,Dennis Thomas,dennisthomas@example.org,Year 1,nursing,14/10/2024,1/1/1900 16:00,No,To go to class,2,20,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,Sunny,40,8,6,10,2,5,9,7
480,Barbara Montgomery,barbaramontgomery@example.org,Year 1,environmental studies,14/10/2024,1/1/1900 12:30,No,To go to class,3,40,No,IT / CLB,LT27 / S17,A2,Rainy,20,4,10,7,9,10,10,9
481,Rebekah Smith,rebekahsmith@example.com,Year 4,anthropology,15/10/2024,1/1/1900 13:00,No,To go to class,2,5,Yes,UHC / Opp UHC,Kent Ridge MRT / Opp Kent Ridge MRT,D2,Sunny,30,5,5,7,4,5,5,5
482,Richard Perez,richardperez@example.net,Year 3,data science and analytics,15/10/2024,1/1/1900 16:00,No,To go to class,3,30,No,LT13 / Ventus,Kent Ridge MRT / Opp Kent Ridge MRT,A1,Sunny,40,7,4,9,3,6,8,6
483,Dean Larson,deanlarson@example.com,Year 3,malay studies,15/10/2024,1/1/1900 14:00,No,To go to class,3,30,No,IT / CLB,UTown,D1,Sunny,30,7,3,8,3,6,7,6
484,Melissa Dodson,melissadodson@example.com,Year 2,global studies,15/10/2024,1/1/1900 14:00,No,To go to class,3,35,No,LT13 / Ventus,PGP,A1,Sunny,25,5,6,8,3,6,7,6
485,Jacqueline Hamilton,jacquelinehamilton@example.net,Year 3,global studies,15/10/2024,1/1/1900 15:00,No,To go to MRT,2,25,No,UTown,Kent Ridge MRT / Opp Kent Ridge MRT,D2,Rainy,40,5,6,8,4,6,7,6
486,Amy Scott,amyscott@example.net,Year 2,political science,15/10/2024,1/1/1900 17:40,No,To go to MRT,3,30,No,LT13 / Ventus,Kent Ridge MRT / Opp Kent Ridge MRT,A1,Sunny,30,10,7,8,4,8,9,7
487,Lori Castro,loricastro@example.com,Year 3,chemistry,16/10/2024,1/1/1900 15:45,No,To go to class,2,20,No,LT13 / Ventus,Kent Ridge MRT / Opp Kent Ridge MRT,A1,Sunny,5,5,8,9,8,8,10,8
488,Michael Rodriguez,michaelrodriguez@example.net,Year 1,malay studies,16/10/2024,1/1/1900 15:00,No,To go to class,2,20,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,Sunny,20,5,6,8,4,7,8,6
489,Jennifer Reid,jenniferreid@example.org,Year 1,global studies,16/10/2024,1/1/1900 14:00,No,To go to class,3,35,No,LT13 / Ventus,Kent Ridge MRT / Opp Kent Ridge MRT,A1,Rainy,30,6,4,7,4,6,8,5
490,Jason Weber,jasonweber@example.net,Year 3,psychology,16/10/2024,1/1/1900 16:00,No,To go to class,2,20,No,LT13 / Ventus,Kent Ridge MRT / Opp Kent Ridge MRT,A1,Rainy,20,5,7,6,6,7,8,7
491,Derek Graham,derekgraham@example.com,Year 1,malay studies,17/10/2024,1/1/1900 14:00,No,To go to class,3,30,No,IT / CLB,UTown,D1,Sunny,30,5,5,8,4,6,8,6
492,Jill Coleman,jillcoleman@example.net,Year 3,global studies,17/10/2024,1/1/1900 16:00,No,To go to class,2,20,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,A2,Rainy,25,4,7,7,5,6,7,6
493,David Burgess,davidburgess@example.com,Year 1,psychology,17/10/2024,1/1/1900 15:00,No,To go to class,3,25,No,LT13 / Ventus,UTown,D1,Rainy,20,5,6,7,5,6,7,6
494,Ernest Mcgee,ernestmcgee@example.net,Year 4,psychology,17/10/2024,1/1/1900 16:00,No,To go to class,2,30,No,LT13 / Ventus,Kent Ridge MRT / Opp Kent Ridge MRT,A1,Rainy,25,5,6,7,5,6,8,6
495,Mr. George Abbott,mr.georgeabbott@example.net,Year 2,law,17/10/2024,1/1/1900 18:15,No,To go to class,4,30,No,UTown,Kent Ridge MRT / Opp Kent Ridge MRT,D2,Sunny,45,15,1,10,1,2,4,1
496,Donna Harrell,donnaharrell@example.com,Year 1,nursing,17/10/2024,1/1/1900 17:30,Yes,To go to class,3,40,No,LT27 / S17,PGP,D2,Sunny,40,6,5,10,4,7,10,8
497,William Hawkins,williamhawkins@example.org,Year 3,malay studies,18/10/2024,1/1/1900 15:00,No,To go to MRT,2,30,No,UTown,Kent Ridge MRT / Opp Kent Ridge MRT,D2,Sunny,30,5,6,7,4,6,8,7
498,Brian Swanson,brianswanson@example.com,Year 4,psychology,18/10/2024,1/1/1900 14:00,Yes,"To go to in-school accommodation (halls, RCs, houses etc.)",3,30,No,LT13 / Ventus,UTown,D1,Rainy,30,9,3,9,3,5,7,5
499,Aaron Evans,aaronevans@example.net,Year 3,law,18/10/2024,1/1/1900 11:10,No,To go to class,3,20,No,UTown,PGP,D2,Sunny,10,7,7,3,7,7,9,8
500,Ryan Cooper,ryancooper@example.net,Year 3,dentistry,18/10/2024,1/1/1900 19:00,No,To go to MRT,4,30,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,Sunny,40,20,1,10,1,1,1,1
501,Rachel Faulkner,rachelfaulkner@example.org,Year 2,materials science and engineering,15/10/2024,1/1/1900 16:00,No,To go to MRT,3,20,No,COM3,Kent Ridge MRT / Opp Kent Ridge MRT,D2,Rainy,10,7,4,6,6,6,7,5
502,Jeffrey Smith,jeffreysmith@example.org,Year 1,statistics,15/10/2024,1/1/1900 14:00,No,To go for meals,2,15,No,BIZ2 / Opp HSSML,IT / CLB,D1,Sunny,8,3,7,6,5,8,8,7
503,Sheri Bowman,sheribowman@example.net,Year 4,life sciences,15/10/2024,1/1/1900 17:15,No,To go to CCA sessions,2,15,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,Sunny,15,4,5,7,5,5,6,6
504,Rebecca Cook,rebeccacook@example.com,Year 1,economics,17/10/2024,1/1/1900 14:30,No,To go to class,2,20,No,BIZ2 / Opp HSSML,Kent Ridge MRT / Opp Kent Ridge MRT,A2,Rainy,25,15,7,7,7,7,7,7
505,Elizabeth Larson,elizabethlarson@example.com,Year 1,economics,18/10/2024,1/1/1900 14:30,No,To go to MRT,2,20,No,BIZ2 / Opp HSSML,Kent Ridge MRT / Opp Kent Ridge MRT,A2,Rainy,20,15,7,7,7,7,7,7
506,Elizabeth Simpson,elizabethsimpson@example.org,Year 4,economics,14/10/2024,1/1/1900 11:00,No,To go to class,1,10,No,BIZ2 / Opp HSSML,Kent Ridge MRT / Opp Kent Ridge MRT,A2,Sunny,5,5,10,5,9,10,10,10
507,Erin Graham,eringraham@example.org,Year 4,economics,15/10/2024,1/1/1900 16:30,No,To go to class,2,10,No,BIZ2 / Opp HSSML,Kent Ridge MRT / Opp Kent Ridge MRT,A2,Sunny,5,3,10,1,10,10,10,10
508,Amy Roberson,amyroberson@example.net,Year 1,sociology,16/10/2024,1/1/1900 19:00,Yes,"To go to in-school accommodation (halls, RCs, houses etc.)",2,15,No,PGP,UTown,D2,Sunny,30,20,1,10,1,1,1,1
509,Shane Martinez,shanemartinez@example.net,Year 2,sociology,16/10/2024,1/1/1900 20:00,Yes,"To go to in-school accommodation (halls, RCs, houses etc.)",2,15,No,PGP,UTown,D2,Rainy,35,25,1,10,1,1,1,1
510,Michael Norman,michaelnorman@example.com,Year 3,environmental studies,11/10/2024,1/1/1900 16:50,No,To go to class,3,40,Yes,LT27 / S17,UHC / Opp UHC,A1,Sunny,20,6,6,9,5,8,10,8
511,Natalie Cannon,nataliecannon@example.com,Year 4,environmental studies,17/10/2024,1/1/1900 15:30,No,To go to class,2,20,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,A2,Sunny,15,5,7,6,9,9,10,9
512,Ashley Patel,ashleypatel@example.com,Year 1,chemistry,7/10/2024,1/1/1900 10:50,Yes,To go to class,4,45,Yes,UHC / Opp UHC,LT27 / S17,D2,Sunny,50,7,5,10,6,6,9,7
513,Joshua Cook,joshuacook@example.org,Year 1,computer science,14/10/2024,1/1/1900 12:00,Yes,To go to class,2,15,No,COM3,UTown,D1,Sunny,25,15,6,7,6,6,6,6
514,Albert Richardson,albertrichardson@example.net,Year 1,computer science,15/10/2024,1/1/1900 18:30,Yes,To go to class,2,15,No,COM3,UTown,D1,Sunny,29,19,3,8,3,3,3,3
515,Sydney Perez,sydneyperez@example.net,Year 1,chemistry,15/10/2024,1/1/1900 11:40,No,To go to class,4,40,No,LT27 / S17,IT / CLB,A1,Rainy,25,4,9,10,7,7,9,8
516,Brandon Thompson,brandonthompson@example.net,Year 2,chemistry,2/10/2024,1/1/1900 18:50,Yes,To go to class,5,40,Yes,IT / CLB,PGP,A2,Sunny,20,6,7,7,8,9,10,8
517,Rebecca West,rebeccawest@example.com,Year 3,chemistry,17/10/2024,1/1/1900 16:45,No,To go to class,2,25,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,A2,Sunny,20,6,6,7,8,9,10,8
518,Kimberly Buchanan,kimberlybuchanan@example.net,Year 3,data science and analytics,17/10/2024,1/1/1900 16:30,No,To go to class,3,30,No,LT13 / Ventus,LT27 / S17,A1,Sunny,10,7,4,7,6,6,7,6
519,Kyle Martinez,kylemartinez@example.net,Year 3,data science and analytics,16/10/2024,1/1/1900 15:00,No,To go to class,2,25,No,LT13 / Ventus,Kent Ridge MRT / Opp Kent Ridge MRT,A1,Rainy,30,5,6,8,4,6,8,6
520,Brent Rodriguez,brentrodriguez@example.net,Year 1,computer science,15/10/2024,1/1/1900 14:00,Yes,To go for meals,4,45,No,UTown,PGP,D2,Sunny,20,10,7,8,7,7,7,8
521,Eric Harper,ericharper@example.org,Year 2,social work,8/10/2024,1/1/1900 19:00,Yes,To go for meals,4,35,No,IT / CLB,UHC / Opp UHC,A1,Rainy,45,25,2,10,2,3,3,3
522,Danny Berg,dannyberg@example.org,Year 4,social work,10/10/2024,1/1/1900 12:00,No,To go to class,4,30,No,BIZ2 / Opp HSSML,Kent Ridge MRT / Opp Kent Ridge MRT,A2,Sunny,25,15,5,10,5,6,6,6
523,Lori Cooper,loricooper@example.org,Year 4,social work,10/10/2024,1/1/1900 22:00,No,"To go to in-school accommodation (halls, RCs, houses etc.)",2,37,No,PGP,Kent Ridge MRT / Opp Kent Ridge MRT,A2,Sunny,3,15,5,1,10,10,10,10
524,Deanna Cabrera,deannacabrera@example.net,Year 4,chemistry,11/10/2024,1/1/1900 17:40,No,To go to class,3,30,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,D2,Sunny,20,3,8,10,5,7,9,7
525,Maria Cooley,mariacooley@example.org,Year 2,chemistry,17/10/2024,1/1/1900 15:40,Yes,To go to class,5,40,No,LT27 / S17,UTown,D2,Rainy,15,6,6,5,8,9,10,9
526,Amy Jones,amyjones@example.org,Year 1,history,14/10/2024,1/1/1900 14:40,Yes,To go to class,4,40,No,LT13 / Ventus,LT27 / S17,A1,Sunny,20,3,9,10,8,10,9,8
527,Joseph Andersen,josephandersen@example.net,Year 2,statistics,16/10/2024,1/1/1900 11:35,No,To go to class,3,20,No,LT27 / S17,IT / CLB,A1,Sunny,20,3,8,8,6,4,4,5
528,Rachel Scott,rachelscott@example.org,Year 4,history,15/10/2024,1/1/1900 16:40,No,To go to class,2,40,No,LT13 / Ventus,Kent Ridge MRT / Opp Kent Ridge MRT,A1,Rainy,35,5,7,10,6,6,8,7
529,Stacey Gregory,staceygregory@example.net,Year 2,history,16/10/2024,1/1/1900 10:30,Yes,To go to class,4,50,Yes,UHC / Opp UHC,IT / CLB,A1,Rainy,15,5,7,9,4,7,10,8
530,Stephanie Ellis,stephanieellis@example.net,Year 1,materials science and engineering,16/10/2024,1/1/1900 21:00,No,To go to CCA sessions,2,15,No,UTown,Kent Ridge MRT / Opp Kent Ridge MRT,D2,Sunny,15,5,5,3,8,8,9,8
531,Valerie Martinez,valeriemartinez@example.net,Year 3,life sciences,16/10/2024,1/1/1900 14:15,Yes,To go to class,3,30,No,LT27 / S17,IT / CLB,A1,Sunny,15,3,5,6,6,7,7,7
532,Cassandra Powell,cassandrapowell@example.com,Year 1,history,17/10/2024,1/1/1900 17:40,Yes,To go to class,5,40,No,LT13 / Ventus,UTown,D1,Sunny,35,3,8,9,7,6,9,8
533,Jamie Odom,jamieodom@example.com,Year 4,materials science and engineering,17/10/2024,1/1/1900 17:20,No,To go for meals,2,20,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,Sunny,30,5,4,9,2,3,4,9
534,Michelle Macias,michellemacias@example.com,Year 3,history,18/10/2024,1/1/1900 15:30,No,To go to class,3,30,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,Sunny,20,7,7,7,9,8,10,7
535,Susan Carter,susancarter@example.org,Year 3,statistics,17/10/2024,1/1/1900 18:20,No,To go to MRT,2,15,No,LT13 / Ventus,Kent Ridge MRT / Opp Kent Ridge MRT,A1,Sunny,5,5,4,4,7,8,6,6
536,Michael Kemp DDS,michaelkempdds@example.com,Year 2,life sciences,17/10/2024,1/1/1900 18:40,No,To go for meals,3,30,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,Sunny,15,5,4,5,7,7,8,7
537,Aaron Rangel Jr.,aaronrangeljr.@example.net,Year 3,history,14/10/2024,1/1/1900 17:30,No,To go to class,2,25,Yes,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,Sunny,30,2,9,10,6,7,10,6
538,Timothy Smith,timothysmith@example.net,Year 4,materials science and engineering,18/10/2024,1/1/1900 12:45,No,To go to class,3,30,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,Sunny,30,4,4,7,3,4,6,5
539,Tracy Clay,tracyclay@example.com,Year 4,statistics,18/10/2024,1/1/1900 16:00,No,To go to class,2,15,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,A2,Sunny,10,4,5,4,7,8,8,8
540,David Austin,davidaustin@example.com,Year 1,life sciences,18/10/2024,1/1/1900 14:15,Yes,"To go to in-school accommodation (halls, RCs, houses etc.)",3,30,No,LT27 / S17,IT / CLB,A1,Sunny,15,3,8,7,4,4,8,7
541,Angela Lutz,angelalutz@example.net,Year 3,materials science and engineering,14/10/2024,1/1/1900 16:30,No,To go to class,3,30,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,A2,Rainy,20,5,3,8,4,5,6,6
542,Hannah Wood,hannahwood@example.net,Year 2,statistics,16/10/2024,1/1/1900 15:30,Yes,To go to class,2,20,No,COM3,LT27 / S17,D2,Sunny,20,4,4,7,6,5,7,6
543,Stephanie Cook,stephaniecook@example.net,Year 4,life sciences,18/10/2024,1/1/1900 17:30,No,To go to MRT,2,15,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,Sunny,30,7,2,9,2,3,3,2
544,Mariah Christensen,mariahchristensen@example.org,Year 3,architecture,14/10/2024,1/1/1900 16:00,No,To go to class,2,15,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,Sunny,20,15,2,8,2,3,4,4
545,Sarah Burch,sarahburch@example.net,Year 3,architecture,15/10/2024,1/1/1900 18:30,No,To go to class,2,40,No,LT13 / Ventus,UHC / Opp UHC,A2,Sunny,30,20,1,9,2,4,6,3
546,Tiffany Anderson,tiffanyanderson@example.org,Year 3,architecture,17/10/2024,1/1/1900 21:30,No,To go to class,3,40,No,LT13 / Ventus,Kent Ridge MRT / Opp Kent Ridge MRT,A2,Sunny,20,20,4,9,3,3,4,4
547,Catherine Clark,catherineclark@example.net,Year 3,architecture,10/8/2024,1/1/1900 18:30,No,To go to class,2,40,No,LT13 / Ventus,UHC / Opp UHC,A2,Sunny,30,25,1,10,1,1,3,1
548,Anthony Bray,anthonybray@example.net,Year 3,architecture,10/10/2024,1/1/1900 21:30,No,To go to class,2,50,No,LT13 / Ventus,Kent Ridge MRT / Opp Kent Ridge MRT,A2,Sunny,20,15,3,9,1,4,6,3
549,Jason French,jasonfrench@example.com,Year 1,biomedical engineering,21/10/2024,1/1/1900 9:40,No,To go to class,2,35,No,IT / CLB,UTown,D1,Sunny,10,5,7,4,7,7,7,7
550,Dana Caldwell,danacaldwell@example.com,Year 4,biomedical engineering,15/10/2024,1/1/1900 17:45,No,To go to class,2,35,No,UTown,Kent Ridge MRT / Opp Kent Ridge MRT,D2,Sunny,25,16,4,7,3,4,5,4
551,Fred Torres,fredtorres@example.net,Year 4,biomedical engineering,16/10/2024,1/1/1900 13:30,No,To go to class,2,35,No,UTown,Kent Ridge MRT / Opp Kent Ridge MRT,D2,Sunny,25,18,4,8,2,3,4,3
552,Jonathan Vega,jonathanvega@example.org,Year 4,biomedical engineering,21/10/2024,1/1/1900 11:40,No,To go to class,2,35,No,LT13 / Ventus,Kent Ridge MRT / Opp Kent Ridge MRT,A2,Sunny,10,10,7,6,6,7,6,6
553,Joseph Gomez,josephgomez@example.org,Year 1,biomedical engineering,18/10/2024,1/1/1900 16:40,No,To go to class,4,45,No,LT13 / Ventus,Kent Ridge MRT / Opp Kent Ridge MRT,A2,Sunny,25,18,2,9,2,2,4,3
554,Rachel Johnson,racheljohnson@example.com,Year 1,biomedical engineering,21/10/2024,1/1/1900 13:30,No,To go to class,3,45,No,LT13 / Ventus,Kent Ridge MRT / Opp Kent Ridge MRT,A2,Sunny,35,20,3,9,2,3,3,3
555,Frank Bell,frankbell@example.net,Year 2,biomedical engineering,21/10/2004,1/1/1900 10:30,No,To go to class,3,40,No,LT13 / Ventus,UTown,D1,Sunny,20,15,3,8,3,3,3,4
556,Brittany Smith,brittanysmith@example.com,Year 2,biomedical engineering,16/10/2024,1/1/1900 12:00,No,To go to class,3,40,No,UTown,Kent Ridge MRT / Opp Kent Ridge MRT,D2,Sunny,25,20,2,8,2,2,2,2
557,Courtney Patel,courtneypatel@example.org,Year 2,business analytics,14/10/2024,1/1/1900 13:40,No,To go to class,3,30,No,COM3,IT / CLB,D1,Rainy,15,4,5,6,5,5,6,5
558,Monique Nelson,moniquenelson@example.org,Year 4,business analytics,15/10/2024,1/1/1900 17:10,Yes,"To go to in-school accommodation (halls, RCs, houses etc.)",2,15,No,COM3,UTown,D1,Sunny,15,3,6,7,5,6,7,6
559,Alex Stout,alexstout@example.org,Year 1,business analytics,16/10/2024,1/1/1900 15:30,No,To go to MRT,3,20,No,COM3,LT27 / S17,D2,Sunny,10,3,5,7,5,6,8,6
560,Patrick Mack,patrickmack@example.org,Year 4,business analytics,17/10/2024,1/1/1900 14:15,No,To go for meals,2,15,No,IT / CLB,UTown,D1,Sunny,20,2,8,5,5,7,7,6
561,William Spears,williamspears@example.com,Year 2,business analytics,18/10/2024,1/1/1900 17:00,Yes,To go to class,2,20,No,COM3,Kent Ridge MRT / Opp Kent Ridge MRT,D2,Sunny,15,5,4,7,6,5,7,6
562,Emily Richards,emilyrichards@example.com,Year 3,business analytics,16/10/2024,1/1/1900 13:15,No,To go to class,3,20,No,IT / CLB,LT27 / S17,A2,Rainy,15,4,5,7,5,6,7,6
563,Jonathan Fisher,jonathanfisher@example.org,Year 1,"politics, philosophy, economics",17/10/2024,1/1/1900 17:00,No,To go to class,3,40,No,IT / CLB,UHC / Opp UHC,A2,Sunny,15,10,6,7,3,4,4,4
564,Alexis Martinez,alexismartinez@example.net,Year 1,"politics, philosophy, economics",7/10/2024,1/1/1900 17:40,No,To go to class,3,40,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,Sunny,25,18,3,8,3,3,3,4
565,Melissa Miller,melissamiller@example.net,Year 3,"politics, philosophy, economics",17/10/2024,1/1/1900 18:30,No,To go to class,3,45,No,IT / CLB,UHC / Opp UHC,A2,Sunny,35,20,2,9,2,2,2,1
566,David Henderson,davidhenderson@example.com,Year 4,"politics, philosophy, economics",17/10/2024,1/1/1900 18:30,No,To go to class,3,45,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A1,Sunny,30,18,4,8,3,4,3,4
567,Jason Campbell,jasoncampbell@example.org,Year 4,"politics, philosophy, economics",10/10/2024,1/1/1900 15:47,No,To go to class,3,30,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,Sunny,15,10,6,6,5,6,4,6
568,Regina Brown,reginabrown@example.net,Year 1,"politics, philosophy, economics",7/10/2024,1/1/1900 17:47,No,To go to class,3,30,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,Sunny,30,20,3,8,3,3,4,4
569,David Butler,davidbutler@example.com,Year 2,mechanical engineering,2/10/2024,1/1/1900 14:45,No,To go to class,2,12,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,Sunny,30,10,5,9,5,5,5,5
570,Deborah Brewer,deborahbrewer@example.com,Year 2,mechanical engineering,4/10/2024,1/1/1900 13:15,No,To go to class,2,12,Yes,UHC / Opp UHC,LT27 / S17,D2,Sunny,30,15,5,10,3,5,7,4
571,Julie Wallace,juliewallace@example.net,Year 2,mechanical engineering,7/10/2024,1/1/1900 14:30,No,To go to class,4,15,No,IT / CLB,UTown,D1,Sunny,15,5,8,7,7,7,7,7
572,Mr. Brandon Garcia,mr.brandongarcia@example.org,Year 3,mechanical engineering,8/10/2024,1/1/1900 13:45,No,To go to class,4,20,Yes,UHC / Opp UHC,IT / CLB,A1,Sunny,20,10,6,10,3,5,6,5
573,Courtney Levine,courtneylevine@example.com,Year 3,mechanical engineering,9/10/2024,1/1/1900 15:40,No,To go to class,4,20,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,Sunny,20,5,7,8,6,7,8,6
574,Scott Torres,scotttorres@example.net,Year 1,mechanical engineering,10/10/2024,1/1/1900 14:40,Yes,To go to class,2,10,No,IT / CLB,UTown,D1,Sunny,20,5,7,7,6,7,7,7
575,Desiree Taylor,desireetaylor@example.net,Year 1,geography,11/10/2024,1/1/1900 16:45,Yes,To go to class,2,10,No,IT / CLB,UHC / Opp UHC,A2,Rainy,25,10,4,9,3,4,6,4
576,Randy Mendoza,randymendoza@example.com,Year 1,geography,30/9/2024,1/1/1900 17:50,Yes,To go to class,2,10,No,IT / CLB,UTown,D1,Sunny,25,10,6,8,5,6,8,6
577,Larry Martinez,larrymartinez@example.net,Year 2,geography,1/10/2024,1/1/1900 15:30,No,To go to class,2,15,Yes,UHC / Opp UHC,IT / CLB,A1,Sunny,30,15,3,8,5,5,7,5
578,John Howell,johnhowell@example.org,Year 2,geography,2/10/2024,1/1/1900 14:30,No,To go to class,2,10,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,Sunny,20,10,6,7,6,7,8,7
579,Olivia Clark,oliviaclark@example.net,Year 2,geography,3/10/2024,1/1/1900 14:30,No,To go to class,2,10,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,Sunny,15,5,8,6,7,7,7,7
580,Rachael Hayes,rachaelhayes@example.org,Year 3,quantitative finance,4/10/2024,1/1/1900 15:45,Yes,To go to class,3,20,No,LT27 / S17,BIZ2 / Opp HSSML,A2,Sunny,15,5,8,6,8,7,8,7
581,Randall Nolan,randallnolan@example.com,Year 3,quantitative finance,7/10/2024,1/1/1900 13:45,Yes,To go to class,3,20,No,LT27 / S17,UTown,D2,Sunny,10,5,8,7,6,7,7,7
582,Rhonda Cuevas,rhondacuevas@example.org,Year 3,quantitative finance,8/10/2024,1/1/1900 14:10,No,To go to class,4,20,Yes,UHC / Opp UHC,LT27 / S17,A2,Sunny,30,15,3,9,3,6,8,4
583,Jonathon Thompson,jonathonthompson@example.net,Year 3,quantitative finance,9/10/2024,1/1/1900 12:00,No,To go to class,4,20,No,COM3,LT27 / S17,D2,Rainy,10,5,8,5,8,7,8,7
584,Robert Warner,robertwarner@example.net,Year 4,quantitative finance,10/10/2024,1/1/1900 12:45,No,To go to MRT,2,10,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,A2,Sunny,15,5,8,7,6,7,8,6
585,Miss Kimberly Rice MD,misskimberlyricemd@example.com,Year 4,quantitative finance,11/10/2024,1/1/1900 13:50,No,To go to MRT,2,8,No,COM3,LT27 / S17,D2,Rainy,15,7,7,7,6,7,7,6
586,Michael Strong,michaelstrong@example.com,Year 3,accountancy,30/9/2024,1/1/1900 12:00,No,To go to class,2,30,No,BIZ2 / Opp HSSML,Kent Ridge MRT / Opp Kent Ridge MRT,A1,Sunny,30,15,3,10,1,4,4,3
587,Adam Jones,adamjones@example.org,Year 2,accountancy,1/10/2024,1/1/1900 12:00,No,To go to class,3,40,No,COM3,Kent Ridge MRT / Opp Kent Ridge MRT,D2,Sunny,20,15,2,8,3,4,1,1
588,Timothy Henderson,timothyhenderson@example.org,Year 2,accountancy,3/10/2024,1/1/1900 17:00,No,To go to MRT,3,30,No,COM3,Kent Ridge MRT / Opp Kent Ridge MRT,D2,Sunny,30,20,1,10,1,1,5,1
589,Mrs. Dana Smith MD,mrs.danasmithmd@example.net,Year 1,industrial systems engineering,21/10/2024,1/1/1900 18:15,No,To go to class,3,15,No,LT13 / Ventus,UTown,D1,Sunny,15,5,8,5,8,7,7,7
590,Ryan Walter,ryanwalter@example.com,Year 1,accountancy,4/10/2024,1/1/1900 19:00,Yes,To go to class,2,20,No,BIZ2 / Opp HSSML,PGP,A1,Sunny,30,15,2,10,1,3,2,1
591,Mr. John Brown,mr.johnbrown@example.net,Year 2,industrial systems engineering,22/10/2024,1/1/1900 17:32,Yes,To go to class,3,20,No,COM3,UTown,D2,Sunny,10,7,5,5,5,6,6,6
592,Sydney Parks,sydneyparks@example.com,Year 1,pharmaceutical science,30/9/2024,1/1/1900 14:15,Yes,To go to class,2,10,No,LT27 / S17,UTown,D2,Sunny,10,5,8,5,8,8,8,8
593,James Weber,jamesweber@example.org,Year 3,industrial systems engineering,23/10/2024,1/1/1900 21:18,No,To go to CCA sessions,2,10,No,UHC / Opp UHC,PGP,D2,Sunny,10,5,9,5,9,9,9,9
594,Kenneth Zavala III,kennethzavalaiii@example.com,Year 1,pharmaceutical science,1/10/2024,1/1/1900 13:30,Yes,To go to class,2,10,No,IT / CLB,UTown,D1,Sunny,20,5,8,6,7,7,8,7
595,Shaun Harris,shaunharris@example.com,Year 4,industrial systems engineering,24/10/2024,1/1/1900 14:25,No,To go for meals,4,20,No,UTown,UHC / Opp UHC,D2,Sunny,20,5,9,5,6,6,6,6
596,George Jones,georgejones@example.org,Year 1,accountancy,2/10/2024,1/1/1900 16:00,Yes,"To go to in-school accommodation (halls, RCs, houses etc.)",4,45,No,COM3,PGP,D2,Sunny,15,10,7,2,10,10,10,9
597,Dawn Fernandez,dawnfernandez@example.com,Year 1,business,24/10/2024,1/1/1900 10:30,No,To go to class,3,35,No,COM3,Kent Ridge MRT / Opp Kent Ridge MRT,D2,Sunny,5,10,4,3,7,7,3,6
598,Robert Thomas,robertthomas@example.com,Year 2,pharmaceutical science,2/10/2024,1/1/1900 11:30,No,To go to class,4,20,Yes,UHC / Opp UHC,UTown,D2,Sunny,30,10,4,8,5,5,7,5
599,Crystal Hart,crystalhart@example.com,Year 3,business,22/10/2024,1/1/1900 18:30,No,To go to CCA sessions,3,25,No,IT / CLB,UHC / Opp UHC,A2,Sunny,25,7,4,6,4,4,6,6
600,Larry Goodwin,larrygoodwin@example.com,Year 4,accountancy,2/10/2024,1/1/1900 14:00,No,To go to class,3,30,No,BIZ2 / Opp HSSML,Kent Ridge MRT / Opp Kent Ridge MRT,A1,Sunny,15,8,5,5,7,6,8,6
